,datetime,계절,사고시간,hour,공정율,날씨,공사종류,공종(소분류),공사비,작업자수,부상자,최소공사비
205,2019-10-02,가을,8:57,8,50~59%,맑음,건축/건축물/업무시설,건축 토공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
206,2019-10-02,가을,14:30,14,70~79%,강우,토목/터널/도로터널,터널공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
207,2019-10-03,가을,9:30,9,30~39%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,200억 ~ 300억원 미만,100~299인,1,200억 
208,2019-10-04,가을,9:10,9,50~59%,흐림,건축/건축물/근린생활시설,기타,10억 ~ 20억원 미만,100~299인,1,10억 
209,2019-10-05,가을,9:40,9,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
210,2019-10-05,가을,11:30,11,10~19%,맑음,건축/건축물/공동주택,가설공사,300억 ~ 500억원 미만,100~299인,1,300억 
211,2019-10-05,가을,16:30,16,10~19%,맑음,건축/건축물/업무시설,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
212,2019-10-06,가을,7:45,7,10% 미만,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
213,2019-10-06,가을,8:00,8,20~29%,맑음,건축/건축물/공동주택,철근콘크리트공사,300억 ~ 500억원 미만,100~299인,1,300억 
214,2019-10-07,가을,22:30,22,20~29%,흐림,건축/건축물/공장,건축 토공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
215,2019-10-08,가을,8:00,8,70~79%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
216,2019-10-08,가을,9:15,9,90% 이상,맑음,건축/건축물/기타,지붕 및 홈통공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
217,2019-10-08,가을,14:40,14,60~69%,맑음,건축/건축물/공동주택,타일 및 돌공사,300억 ~ 500억원 미만,100~299인,1,300억 
218,2019-10-08,가을,14:40,14,50~59%,맑음,산업환경설비/환경시설/하수처리시설,철근콘크리트공사,150억 ~ 200억원 미만,100~299인,1,150억 
219,2019-10-09,가을,11:00,11,20~29%,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
220,2019-10-09,가을,11:00,11,50~59%,맑음,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",100~299인,1,500억 
221,2019-10-10,가을,13:40,13,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
222,2019-10-11,가을,9:20,9,10% 미만,맑음,건축/건축물/공동주택,건축 토공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
223,2019-10-11,가을,11:00,11,70~79%,맑음,토목/교량/도로교량,강구조물공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
224,2019-10-11,가을,13:30,13,20~29%,맑음,건축/건축물/공장,가설공사,300억 ~ 500억원 미만,100~299인,1,300억 
225,2019-10-11,가을,16:00,16,30~39%,맑음,건축/건축물/숙박시설,기타,300억 ~ 500억원 미만,100~299인,1,300억 
226,2019-10-12,가을,14:00,14,90% 이상,맑음,산업환경설비/환경시설/소각장,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
227,2019-10-12,가을,14:35,14,90% 이상,맑음,건축/건축물/판매시설,기타,200억 ~ 300억원 미만,100~299인,1,200억 
228,2019-10-12,가을,16:30,16,10% 미만,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
229,2019-10-13,가을,11:50,11,10% 미만,맑음,건축/건축물/공동주택,건축 토공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
230,2019-10-14,가을,9:00,9,30~39%,맑음,건축/건축물/업무시설,철근콘크리트공사,200억 ~ 300억원 미만,100~299인,1,200억 
231,2019-10-14,가을,9:30,9,80~89%,맑음,건축/건축물,철골공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
232,2019-10-14,가을,10:40,10,90% 이상,맑음,토목/기타/부지조성,토공사,"1,000만 ~ 2,000만원 미만",100~299인,1,"1,000만 "
234,2019-10-14,가을,13:30,13,10~19%,맑음,건축/건축물/단독주택,가설공사,5억 ~ 10억원 미만,100~299인,1,5억 
235,2019-10-14,가을,16:05,16,20~29%,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
236,2019-10-15,가을,10:50,10,90% 이상,맑음,산업환경설비/환경시설/소각장,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
237,2019-10-15,가을,17:00,17,10~19%,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
238,2019-10-16,가을,9:00,9,20~29%,흐림,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
239,2019-10-16,가을,15:13,15,10% 미만,맑음,건축/건축물/공장,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
240,2019-10-17,가을,10:20,10,40~49%,맑음,건축/건축물/업무시설,기계설비공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
241,2019-10-17,가을,13:45,13,90% 이상,맑음,건축/건축물/기타,건축물 부대공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
242,2019-10-17,가을,14:20,14,80~89%,맑음,토목/교량/철도교량,교량공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
243,2019-10-18,가을,8:40,8,70~79%,맑음,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",100~299인,1,500억 
244,2019-10-18,가을,16:00,16,80~89%,흐림,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
245,2019-10-18,가을,16:00,16,90% 이상,맑음,건축/건축물/공동주택,기타,200억 ~ 300억원 미만,100~299인,1,200억 
246,2019-10-19,가을,8:15,8,60~69%,맑음,건축/건축물/공동주택,건축물 부대공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
247,2019-10-19,가을,8:30,8,20~29%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
248,2019-10-19,가을,9:41,9,60~69%,맑음,건축/건축물/교육연구시설,철골공사,20억 ~ 50억원 미만,100~299인,1,20억 
249,2019-10-19,가을,15:00,15,90% 이상,맑음,건축/건축물,창호 및 유리공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
250,2019-10-20,가을,9:10,9,30~39%,맑음,건축/건축물/공동주택,조적공사,"4,000만 ~ 1억원 미만",100~299인,1,"4,000만 "
251,2019-10-21,가을,9:30,9,30~39%,흐림,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
252,2019-10-22,가을,11:00,11,60~69%,맑음,건축/건축물/공동주택,미장공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
253,2019-10-22,가을,11:00,11,50~59%,맑음,건축/건축물/업무시설,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
254,2019-10-23,가을,15:00,15,80~89%,흐림,건축/건축물/업무시설,목공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
255,2019-10-24,가을,14:00,14,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,200억 ~ 300억원 미만,100~299인,1,200억 
256,2019-10-24,가을,15:30,15,20~29%,흐림,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
257,2019-10-24,가을,15:30,15,70~79%,맑음,건축/건축물/문화 및 집회시설,철골공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
258,2019-10-25,가을,14:00,14,10~19%,흐림,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
259,2019-10-25,가을,14:00,14,60~69%,맑음,건축/건축물/근린생활시설,가설공사,10억 ~ 20억원 미만,100~299인,1,10억 
260,2019-10-25,가을,16:30,16,40~49%,맑음,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",100~299인,1,500억 
261,2019-10-26,가을,9:30,9,70~79%,맑음,건축/건축물/업무시설,전기설비공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
262,2019-10-26,가을,13:20,13,50~59%,흐림,토목/교량/기타,토공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
263,2019-10-26,가을,14:30,14,70~79%,맑음,건축/건축물/공장,기타,300억 ~ 500억원 미만,100~299인,1,300억 
264,2019-10-28,가을,10:00,10,40~49%,맑음,건축/건축물/기타,가설공사,150억 ~ 200억원 미만,100~299인,1,150억 
265,2019-10-28,가을,10:20,10,20~29%,맑음,건축/건축물/의료시설,철근콘크리트공사,"1,000억원 이상",100~299인,3,"1,000억원 이상"
266,2019-10-28,가을,13:40,13,30~39%,맑음,건축/건축물/판매시설,철근콘크리트공사,20억 ~ 50억원 미만,100~299인,1,20억 
267,2019-10-28,가을,14:00,14,60~69%,맑음,건축/건축물/교육연구시설,창호 및 유리공사,100억 ~ 150억원 미만,100~299인,1,100억 
268,2019-10-28,가을,14:00,14,70~79%,맑음,건축/건축물/공동주택,미장공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
269,2019-10-28,가을,14:10,14,70~79%,맑음,산업환경설비/발전시설,철골공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
270,2019-10-28,가을,15:50,15,10~19%,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
271,2019-10-29,가을,10:30,10,10~19%,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
272,2019-10-29,가을,11:05,11,90% 이상,맑음,건축/건축물/공장,기타,200억 ~ 300억원 미만,100~299인,1,200억 
273,2019-10-29,가을,16:10,16,70~79%,맑음,산업환경설비/발전시설,전기설비공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
274,2019-10-30,가을,15:30,15,90% 이상,맑음,건축/건축물/업무시설,수장공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
275,2019-10-31,가을,14:10,14,60~69%,맑음,건축/건축물/공동주택,전기설비공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
276,2019-11-01,가을,8:00,8,90% 이상,맑음,건축/건축물/공장,전기설비공사,200억 ~ 300억원 미만,100~299인,1,200억 
277,2019-11-01,가을,9:50,9,10~19%,맑음,건축/건축물/공동주택,가설공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
278,2019-11-01,가을,13:30,13,10~19%,맑음,건축/건축물/공동주택,건축 토공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
279,2019-11-01,가을,16:30,16,90% 이상,맑음,건축/건축물/기타,건축물 부대공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
280,2019-11-01,가을,16:30,16,70~79%,맑음,토목/상하수도/기타,기타,20억 ~ 50억원 미만,100~299인,1,20억 
281,2019-11-04,가을,11:10,11,10% 미만,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
282,2019-11-04,가을,13:20,13,70~79%,맑음,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",100~299인,1,500억 
283,2019-11-04,가을,15:00,15,90% 이상,맑음,건축/건축물/업무시설,타일 및 돌공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
284,2019-11-04,가을,15:00,15,70~79%,맑음,토목/도로/도로,터널공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
285,2019-11-04,가을,17:10,17,90% 이상,맑음,토목/기타/부지조성,토공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
286,2019-11-05,가을,8:40,8,10~19%,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
287,2019-11-05,가을,13:30,13,40~49%,맑음,건축/건축물/판매시설,해체 및 철거공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
288,2019-11-06,가을,10:00,10,10~19%,맑음,건축/건축물/수련시설,철근콘크리트공사,20억 ~ 50억원 미만,100~299인,1,20억 
289,2019-11-06,가을,12:31,12,50~59%,맑음,토목/터널/철도터널,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
290,2019-11-06,가을,16:10,16,30~39%,맑음,건축/건축물/공동주택,조적공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
291,2019-11-06,가을,17:10,17,20~29%,흐림,건축/건축물/공동주택,해체 및 철거공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
292,2019-11-07,가을,7:00,7,90% 이상,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
293,2019-11-08,가을,8:30,8,90% 이상,맑음,건축/건축물/교육연구시설,창호 및 유리공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
294,2019-11-08,가을,12:10,12,70~79%,맑음,건축/건축물/업무시설,기타,"500억 ~ 1,000억원 미만",100~299인,1,500억 
295,2019-11-08,가을,14:45,14,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,300억 ~ 500억원 미만,100~299인,1,300억 
296,2019-11-08,가을,15:00,15,80~89%,맑음,건축/건축물/공동주택,도장공사,300억 ~ 500억원 미만,100~299인,1,300억 
297,2019-11-09,가을,8:30,8,90% 이상,맑음,토목/기타/부지조성,토공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
298,2019-11-09,가을,9:30,9,60~69%,맑음,건축/건축물/교육연구시설,기타,100억 ~ 150억원 미만,100~299인,1,100억 
299,2019-11-09,가을,10:00,10,90% 이상,맑음,건축/건축물/공장,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
300,2019-11-09,가을,10:00,10,20~29%,맑음,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",100~299인,1,500억 
301,2019-11-09,가을,13:30,13,20~29%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
302,2019-11-11,가을,13:34,13,20~29%,맑음,건축/건축물/교정 및 군사시설,건축 토공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
303,2019-11-11,가을,15:00,15,50~59%,맑음,건축/건축물/공동주택,철근콘크리트공사,100억 ~ 150억원 미만,100~299인,1,100억 
304,2019-11-12,가을,8:30,8,50~59%,맑음,토목/터널/철도터널,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
305,2019-11-12,가을,8:40,8,20~29%,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
306,2019-11-12,가을,9:55,9,80~89%,강우,건축/건축물/공동주택,건축물 부대공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
307,2019-11-14,가을,10:30,10,50~59%,맑음,건축/건축물/공장,전기설비공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
308,2019-11-15,가을,10:30,10,90% 이상,강우,건축/건축물/업무시설,전기설비공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
309,2019-11-15,가을,14:10,14,10% 미만,맑음,건축/건축물/공동주택,전기설비공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
310,2019-11-16,가을,13:00,13,10% 미만,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
311,2019-11-18,가을,8:40,8,60~69%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
312,2019-11-18,가을,14:00,14,20~29%,맑음,건축/건축물/공동주택,철근콘크리트공사,300억 ~ 500억원 미만,100~299인,1,300억 
313,2019-11-19,가을,13:50,13,40~49%,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
314,2019-11-19,가을,14:00,14,70~79%,맑음,건축/건축물/문화 및 집회시설,철근콘크리트공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
315,2019-11-20,가을,13:20,13,50~59%,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
316,2019-11-20,가을,14:30,14,10% 미만,흐림,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
317,2019-11-21,가을,13:30,13,70~79%,흐림,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
318,2019-11-21,가을,14:00,14,60~69%,맑음,토목/댐/기타,전기설비공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
319,2019-11-23,가을,11:28,11,40~49%,맑음,건축/건축물/공장,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
320,2019-11-23,가을,11:40,11,50~59%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
321,2019-11-23,가을,15:00,15,20~29%,맑음,건축/건축물/업무시설,가설공사,20억 ~ 50억원 미만,100~299인,1,20억 
322,2019-11-23,가을,15:00,15,20~29%,맑음,건축/건축물/공동주택,철근콘크리트공사,100억 ~ 150억원 미만,100~299인,1,100억 
323,2019-11-23,가을,15:00,15,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000만 ~ 2,000만원 미만",100~299인,1,"1,000만 "
324,2019-11-23,가을,15:30,15,70~79%,맑음,토목/교량/도로교량,가설공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
325,2019-11-25,가을,9:00,9,90% 이상,흐림,건축/건축물/공동주택,기타,"1,000억원 이상",100~299인,1,"1,000억원 이상"
326,2019-11-25,가을,15:00,15,80~89%,맑음,건축/건축물/교정 및 군사시설,가설공사,150억 ~ 200억원 미만,100~299인,1,150억 
327,2019-11-25,가을,15:00,15,80~89%,맑음,건축/건축물/공동주택,타일 및 돌공사,"500억 ~ 1,000억원 미만",100~299인,1,500억 
328,2019-11-25,가을,15:00,15,90% 이상,맑음,건축/건축물/공동주택,수장공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
329,2019-11-27,가을,8:20,8,50~59%,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",100~299인,1,"1,000억원 이상"
330,2019-11-27,가을,10:00,10,80~89%,맑음,건축/건축물/근린생활시설,기타,20억 ~ 50억원 미만,100~299인,1,20억 
